time,x,y,vx,vy
11176336.336336335,2871495236639.1807,76101976303.53064,-179.79132456124415,6807.617952844859
11207907.907907907,2871489552329.0503,76316903288.13992,-180.299089458965,6807.604476758956
11239479.479479479,2871483851988.001,76531829846.6766,-180.806853339442,6807.590962667923
11271051.05105105,2871478135616.0645,76746755977.94084,-181.3146161998106,6807.57741057184
11302622.622622622,2871472403213.2734,76961681680.73282,-181.8223780372063,6807.563820470784
11334194.194194194,2871466654779.66,77176606953.85272,-182.33013884876453,6807.550192364833
11365765.765765766,2871460890315.257,77391531796.10065,-182.8378986316207,6807.536526254065
11397337.337337337,2871455109820.096,77606456206.27686,-183.34565738291047,6807.522822138561
11428908.90890891,2871449313294.2104,77821380183.1815,-183.85341509976928,6807.509080018398
11460480.480480481,2871443500737.633,78036303725.61478,-184.3611717793326,6807.495299893656
11492052.05205205,2871437672150.396,78251226832.37683,-184.86892741873606,6807.481481764414
11523623.623623623,2871431827532.5327,78466149502.26791,-185.37668201511514,6807.467625630751
11555195.195195194,2871425966884.076,78681071734.08817,-185.88443556560554,6807.4537314927475
11586766.766766766,2871420090205.059,78895993526.63782,-186.39218806734277,6807.439799350484
11618338.338338338,2871414197495.5146,79110914878.71706,-186.89993951746243,6807.425829204039
11649909.90990991,2871408288755.476,79325835789.1261,-187.4076899131001,6807.411821053494
11681481.481481481,2871402363984.977,79540756256.66512,-187.9154392513915,6807.39777489893
11713053.053053053,2871396423184.051,79755676280.13437,-188.42318752947222,6807.383690740428
11744624.624624625,2871390466352.731,79970595858.33401,-188.9309347444779,6807.3695685780685
11776196.196196197,2871384493491.051,80185514990.0643,-189.43868089354424,6807.355408411933
11807767.767767766,2871378504599.044,80400433674.12546,-189.94642597380692,6807.3412102421025
11839339.339339338,2871372499676.745,80615351909.31772,-190.4541699824016,6807.32697406866
11870910.91091091,2871366478724.187,80830269694.44125,-190.9619129164641,6807.312699891687
11902482.482482482,2871360441741.4043,81045187028.29636,-191.46965477313006,6807.298387711265
11934054.054054054,2871354388728.4307,81260103909.68321,-191.9773955495353,6807.284037527476
11965625.625625625,2871348319685.301,81475020337.40208,-192.48513524281543,6807.2696493404055
11997197.197197197,2871342234612.0483,81689936310.25319,-192.99287385010643,6807.255223150133
12028768.768768769,2871336133508.708,81904851827.0368,-193.5006113685439,6807.240758956744
12060340.34034034,2871330016375.314,82119766886.55313,-194.00834779526377,6807.226256760319
12091911.911911912,2871323883211.901,82334681487.60246,-194.51608312740177,6807.211716560944
12123483.483483482,2871317734018.503,82549595628.98502,-195.02381736209372,6807.197138358702
12155055.055055054,2871311568795.156,82764509309.50107,-195.53155049647557,6807.182522153678
12186626.626626626,2871305387541.893,82979422527.95087,-196.0392825276831,6807.167867945954
12218198.198198197,2871299190258.7505,83194335283.13469,-196.54701345285224,6807.153175735616
12249769.76976977,2871292976945.7627,83409247573.85278,-197.05474326911877,6807.138445522747
12281341.34134134,2871286747602.965,83624159398.90543,-197.5624719736187,6807.123677307434
12312912.912912913,2871280502230.3916,83839070757.0929,-198.07019956348785,6807.10887108976
12344484.484484484,2871274240828.079,84053981647.21545,-198.57792603586222,6807.094026869811
12376056.056056056,2871267963396.0615,84268892068.0734,-199.08565138787776,6807.079144647674
12407627.627627628,2871261669934.3755,84483802018.46698,-199.5933756166703,6807.064224423432
12439199.1991992,2871255360443.0557,84698711497.1965,-200.10109871937595,6807.049266197173
12470770.77077077,2871249034922.1377,84913620503.06226,-200.6088206931306,6807.034269968982
12502342.342342341,2871242693371.6577,85128529034.86453,-201.11654153507038,6807.019235738945
12533913.913913913,2871236335791.651,85343437091.4036,-201.62426124233127,6807.00416350715
12565485.485485485,2871229962182.154,85558344671.4798,-202.13197981204917,6806.989053273683
12597057.057057057,2871223572543.202,85773251773.89343,-202.63969724136018,6806.973905038631
12628628.628628628,2871217166874.8315,85988158397.44476,-203.14741352740043,6806.9587188020805
12660200.2002002,2871210745177.0786,86203064540.93411,-203.65512866730597,6806.943494564121
12691771.771771772,2871204307449.9795,86417970203.16183,-204.16284265821287,6806.928232324837
12723343.343343344,2871197853693.5703,86632875382.92816,-204.6705554972571,6806.912932084319
12754914.914914915,2871191383907.887,86847780079.03348,-205.178267181575,6806.897593842655
12786486.486486485,2871184898092.968,87062684290.27808,-205.68597770830246,6806.882217599932
12818058.058058057,2871178396248.847,87277588015.46228,-206.1936870745758,6806.866803356239
12849629.629629629,2871171878375.5635,87492491253.38644,-206.70139527753122,6806.851351111665
12881201.2012012,2871165344473.1523,87707394002.85086,-207.20910231430474,6806.835860866299
12912772.772772772,2871158794541.651,87922296262.65591,-207.7168081820326,6806.820332620229
12944344.344344344,2871152228581.0967,88137198031.6019,-208.22451287785105,6806.804766373547
12975915.915915916,2871145646591.526,88352099308.48914,-208.73221639889613,6806.78916212634
13007487.487487487,2871139048572.9766,88567000092.11804,-209.23991874230433,6806.773519878699
13039059.05905906,2871132434525.485,88781900381.28888,-209.74761990521165,6806.7578396307135
13070630.630630631,2871125804449.089,88996800174.80206,-210.25531988475444,6806.742121382475
13102202.2022022,2871119158343.826,89211699471.45792,-210.76301867806893,6806.726365134073
13133773.773773773,2871112496209.7334,89426598270.0568,-211.27071628229157,6806.710570885598
13165345.345345344,2871105818046.8486,89641496569.39908,-211.77841269455848,6806.694738637141
13196916.916916916,2871099123855.2095,89856394368.28513,-212.28610791200606,6806.6788683887935
13228488.488488488,2871092413634.854,90071291665.51526,-212.7938019317706,6806.662960140648
13260060.06006006,2871085687385.8193,90286188459.8899,-213.30149475098847,6806.647013892793
13291631.631631631,2871078945108.144,90501084750.20941,-213.80918636679598,6806.631029645324
13323203.203203203,2871072186801.866,90715980535.27417,-214.31687677632954,6806.61500739833
13354774.774774775,2871065412467.0234,90930875813.88452,-214.82456597672547,6806.598947151905
13386346.346346347,2871058622103.6543,91145770584.84088,-215.33225396512017,6806.5828489061405
13417917.917917917,2871051815711.7974,91360664846.94363,-215.83994073865017,6806.56671266113
13449489.489489488,2871044993291.49,91575558598.99316,-216.34762629445186,6806.5505384169655
13481061.06106106,2871038154842.7725,91790451839.78986,-216.85531062966157,6806.534326173741
13512632.632632632,2871031300365.681,92005344568.13416,-217.3629937414159,6806.518075931549
13544204.204204204,2871024429860.2563,92220236782.82635,-217.87067562685115,6806.501787690484
13575775.775775775,2871017543326.5366,92435128482.66696,-218.37835628310398,6806.4854614506385
13607347.347347347,2871010640764.56,92650019666.45633,-218.88603570731078,6806.469097212108
13638918.918918919,2871003722174.3657,92864910332.99487,-219.39371389660812,6806.452694974985
13670490.49049049,2870996787555.9937,93079800481.08301,-219.90139084813245,6806.436254739366
13702062.062062062,2870989836909.482,93294690109.52118,-220.40906655902035,6806.419776505343
13733633.633633634,2870982870234.87,93509579217.10971,-220.91674102640837,6806.403260273013
13765205.205205204,2870975887532.1973,93724467802.64911,-221.42441424743305,6806.386706042471
13796776.776776776,2870968888801.5034,93939355864.93982,-221.9320862192311,6806.370113813811
13828348.348348347,2870961874042.827,94154243402.7822,-222.439756938939,6806.35348358713
13859919.91991992,2870954843256.209,94369130414.97668,-222.94742640369338,6806.3368153625215
13891491.491491491,2870947796441.688,94584016900.32376,-223.45509461063085,6806.320109140084
13923063.063063063,2870940733599.3037,94798902857.62387,-223.9627615568881,6806.303364919912
13954634.634634634,2870933654729.0967,95013788285.6774,-224.47042723960175,6806.286582702103
13986206.206206206,2870926559831.1064,95228673183.28482,-224.9780916559085,6806.269762486752
14017777.777777778,2870919448905.373,95443557549.24655,-225.48575480294494,6806.252904273958
14049349.34934935,2870912321951.9365,95658441382.3631,-225.99341667784785,6806.236008063816
14080920.92092092,2870905178970.837,95873324681.43488,-226.50107727775395,6806.219073856425
14112492.492492491,2870898019962.115,96088207445.26236,-227.00873659979993,6806.202101651881
14144064.064064063,2870890844925.811,96303089672.64597,-227.51639464112253,6806.185091450283
14175635.635635635,2870883653861.9653,96517971362.38623,-228.0240513988585,6806.168043251728
14207207.207207207,2870876446770.618,96732852513.2836,-228.53170687014466,6806.150957056314
14238778.778778778,2870869223651.8105,96947733124.13852,-229.03936105211767,6806.13383286414
14270350.35035035,2870861984505.5835,97162613193.75146,-229.54701394191443,6806.116670675304
14301921.921921922,2870854729331.9775,97377492720.92294,-230.05466553667173,6806.099470489905
14333493.493493494,2870847458131.0337,97592371704.45337,-230.56231583352644,6806.082232308042
14365065.065065065,2870840170902.7925,97807250143.14331,-231.0699648296154,6806.064956129815
14396636.636636635,2870832867647.296,98022128035.79318,-231.57761252207519,6806.047641955322
14428208.208208207,2870825548364.5845,98237005381.20352,-232.08525890804304,6806.030289784664
14459779.779779779,2870818213054.6997,98451882178.1748,-232.59290398465572,6806.01289961794
14491351.35135135,2870810861717.6826,98666758425.50754,-233.10054774905,6805.9954714552505
14522922.922922922,2870803494353.575,98881634122.00223,-233.60819019836293,6805.978005296695
14554494.494494494,2870796110962.419,99096509266.45932,-234.11583132973135,6805.9605011423755
14586066.066066066,2870788711544.2554,99311383857.67941,-234.62347114029228,6805.942958992392
14617637.637637638,2870781296099.1265,99526257894.46292,-235.13110962718258,6805.925378846845
14649209.20920921,2870773864627.073,99741131375.61041,-235.63874678753933,6805.907760705836
14680780.780780781,2870766417128.1387,99956004299.92242,-236.14638261849944,6805.890104569467
14712352.352352351,2870758953602.3643,100170876666.1994,-236.65401711719988,6805.87241043784
14743923.923923923,2870751474049.792,100385748473.24191,-237.16165028077768,6805.854678311054
14775495.495495494,2870743978470.4644,100600619719.8505,-237.6692821063699,6805.836908189214
14807067.067067066,2870736466864.4233,100815490404.82565,-238.17691259111348,6805.819100072422
14838638.638638638,2870728939231.7114,101030360526.96796,-238.6845417321456,6805.801253960779
14870210.21021021,2870721395572.371,101245230085.07791,-239.19216952660327,6805.783369854389
14901781.781781781,2870713835886.4453,101460099077.95602,-239.6997959716236,6805.765447753354
14933353.353353353,2870706260173.976,101674967504.4029,-240.20742106434358,6805.747487657778
14964924.924924925,2870698668435.0063,101889835363.21902,-240.71504480190038,6805.729489567764
14996496.496496497,2870691060669.579,102104702653.20502,-241.22266718143123,6805.711453483415
15028068.068068068,2870683436877.737,102319569373.16138,-241.73028820007312,6805.693379404837
15059639.639639638,2870675797059.523,102534435521.88864,-242.23790785496317,6805.675267332132
15091211.21121121,2870668141214.9805,102749301098.18744,-242.7455261432387,6805.657117265403
15122782.782782782,2870660469344.153,102964166100.85825,-243.25314306203683,6805.638929204758
15154354.354354354,2870652781447.0825,103179030528.70169,-243.7607586084947,6805.620703150299
15185925.925925925,2870645077523.814,103393894380.51834,-244.2683727797496,6805.602439102132
15217497.497497497,2870637357574.3896,103608757655.10873,-244.77598557293868,6805.584137060361
15249069.069069069,2870629621598.854,103823620351.27347,-245.28359698519927,6805.565797025093
15280640.64064064,2870621869597.2495,104038482467.81311,-245.7912070136685,6805.5474189964325
15312212.212212212,2870614101569.621,104253344003.52826,-246.29881565548368,6805.529002974486
15343783.783783784,2870606317516.012,104468204957.21948,-246.80642290778218,6805.510548959358
15375355.355355354,2870598517436.4663,104683065327.68732,-247.31402876770113,6805.492056951156
15406926.926926926,2870590701331.028,104897925113.73242,-247.82163323237796,6805.473526949987
15438498.498498498,2870582869199.74,105112784314.15543,-248.32923629894992,6805.454958955956
15470070.07007007,2870575021042.649,105327642927.75684,-248.83683796455438,6805.436352969171
15501641.641641641,2870567156859.7974,105542500953.33734,-249.34443822632875,6805.417708989738
15533213.213213213,2870559276651.2295,105757358389.69745,-249.8520370814104,6805.399027017766
15564784.784784785,2870551380416.9907,105972215235.63782,-250.35963452693653,6805.38030705336
15596356.356356356,2870543468157.125,106187071489.95908,-250.86723056004473,6805.36154909663
